,Kingdom,Phylum,Class,Order,Family,Genus,Species
b1b20edd8e63c4aa825e14c886d2a935,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__Emergencia sp009935805
51c2e963867c1897c14eb2ad2989acdf,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Unclassified,s__Unclassified
0a20622ce8770de9203b2db4ffbf8f20,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Aminipila,s__Aminipila butyrica
16a346dd9dec29762a924b1adf006122,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__UMGS1810,f__UMGS1810,g__NSJ-50,s__NSJ-50 sp014385105
d6fb0c0a4bcb2a391041a98f99277be0,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__Unclassified
07fca69e245063f90d3e1a9b4ee35dec,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__BX12,s__BX12 sp902363595
b170ffc451b1a7eedc53328aee05d4a2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Unclassified
0936e87e230357fd545d83d84d205026,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ffa48b4cf277b30ccedcfe270f50a966,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ba1b1b026744c3c8983f9184fd432dc3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
41315a18054a5c8c67f3ea06895eacb3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
dd5caab97751581738d50ebd47548a4c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
6918fe5d0a3d2aae007c4a34770a5244,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
03c700f3b6864c7a3d471ec3997e4495,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
3b21f0a4206af831b0acfba9ea736db3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ba57af1280fa5c6aa873bc503a09045e,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ad511b3f9d38e47c632c7886a6d74bcd,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
432ff173e3a3197be1d5006ef193afe0,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
4cc7c38890358d2e30925cdbd5ba1323,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
748b584866b0233f52f8f85bff799005,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
0ea090f88489ec5fb39b81d86f807556,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
3f63455bb6eb2bb41681962ca8f31c2d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
64c9087469e9830cdd9c2d1f15f80216,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
6e5dfdb33f0e557c0fb8172f0a25d992,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ca174a654d04e2b8d4cb08ffdf5590a1,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
6872188a7db5ce90cc6180182815dbc6,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
cf7baf44f46f24543ca7485760a57c8d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Unclassified,s__Unclassified
97bd221d1dc9bb75d603b2d1545c12b8,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
103e35d39e48cfbef0ab96fa4598157e,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Unclassified,s__Unclassified
29ab21cd75e5466b81a3b81d152ab1f3,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
78f8460ec4bcf810ed0dac223093d1a7,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
6a7fb3c770d194afe618b4e695b33cab,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
76b1cc3ea8f0c3b0892a28a4638d419c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
28db717b40e40375dda2947df8779c3d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
a60ef2b8adcd3220ba374fbea358d835,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
6f1dd472a4c55ee201996e39052c8fe7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
37e504d8e4ed89fcbedf8984fff4680c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
95393f589dee090e9d5836c477dffa51,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
d3ec14cb3af36108a7c7fb0443d06caf,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
d5d0c71b8f091d81bd78420d7d13a54b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
d7ffb576f385797dbf82e0308fdfadce,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
6fd6a3b21de709613788cfc78de8e4ba,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
2ea90631a32ba40426a98b9e0d31e2cb,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
208003d39cee44e654751ceae4308ed4,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
c81c4ab9b14c8a149d59328e0adf2ddb,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
717484ff632587b719ed57c6eb479dd1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
dd6ca75c527bcaccad2bd05fce955bff,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
8b802e1d93d7f3a8fd20961e9d3590a6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
e5445a3047ec64d83ae6d7a2672d8e9f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
fde8059315d5e869caf3510aeb3669d9,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
318622f8c725a8308fe76f58fb8991d0,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
f9613a2d8f4cc84cdd0016d20c438c08,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
397a184d3606d426dda4593ebdb11065,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
0f372c90ac8209d373d5f8bead19979c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
d36b30db03f12ab23780527e9cb9b685,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
2b8f91938065a2fb69b34afeb4d88153,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
8443d3cad2b9715025459c7ccaf6936e,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
4a3597e1cc2b99ffd546889bd0403477,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
746b1cffec3f41d91554ed409e98dbf2,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
a2ef826ec2b720cb9d59e5ac31517a01,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
22f858a2ef5d1c0317d62a7e25025de0,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
a24fd2b3c234904768bfd28575bf482d,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
ff36490b7155a3b283383f06f5d3b033,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
c25e36f464dc33de7da5bd646ab4197b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
9ddee85e8223472e3426d5af045f2645,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
51e58d4cd7d2da1a3085c6cb56f289c0,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
cf1f4701ac3172a81d5a531d76771b6b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis
d357a059ff84a90c08bbcdc1dded757b,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
aaa796c6788dc97c80204d95f7998fdc,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
105f3d4e6cbc0bdc09cd4f1580ba9ccd,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
3f72f3525ae1a8bf8b604ad8dd172933,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
b5c97baed4cd3cfa36b25c8215a5c4da,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
2b6eea2ca68762608a9891478a2dc494,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
79f62ba549897fd831f6b73f5211e9e3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
a88022ada04c7ae256a8034c0306ba73,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
74708d357edc70db4e8d0686de220d23,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
36eb5e4bb1ecc1581626be57a8bc69e5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
f5340b9b993d07c62cc317d0233190b9,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
f4fc6689a7250fea66b1695cb8121e4a,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
cc0034df3c464fbfdf1f63ecb9b77a47,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
ecd563eceec44556f195d9f7cb5e3804,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
0f999d296cbf7186da208da7448a383f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
c7010a8c35600f4c0034ba2c20d81f99,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
49f7c1a7b1d8f38837204da16b2e8656,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
cc0fc573408143f0fb3f99ffcd312d16,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
e54d7c7e2bc09bfb197e2283c515bdf0,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
7d9abcf0cdd6ca3a3faf0b4aacee6449,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
81cb4b8665a6c3e3cd38bd49dce0bf28,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
b04740e2a198d4b9ba0775af1fff7c6a,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
2a7094d03016d4870af735cf950553b9,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
e7d3e44abe5441d2486bf97019d057a0,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
35267cfd0317a6e7de047e2cdcf1c66d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
4de86ad824d1341581c5b6312ee2b901,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
b0637f0c901169ab3096d2d47015ae73,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
734cdf70400719222032ea3f72f3e486,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
06008e3ef4b02c4214cd5e20d4b3a261,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
1a27e3ef7d24d2220ab1c3e273c941f7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
cbe88367532a96c0ee9b6b05a37c0406,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
35f06cd8e8ecc70407d8bf4881c2c6b9,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
5297a73e566d51bf9e59b0ba107ac65b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
f3a896e0688adf428940e713e14bb990,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
fd547f14209fb12e1558ece7a271a9b3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
743679bcca623488f6c6bd518739bf99,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
cc7c8c6158a425094fedccf1f8b9d495,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
7aa82ed55655e54337d240206bda5f63,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
83a5e564ea88158b633c88578292bd65,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
72b3bd7aaebb58f0be9618862b30ea54,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
35aeeafacb27fc9ded296f770e812e8b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
de6b8e461b8ce73589d0dea58207ab75,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
a8e56b28348593a5783e8f314f03e77e,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
597c56feaf8b17f0b817b03b00bcdddf,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
53adf811b65d80a747f4e88927aa8f8b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
2e78ef597d32fa3b957344c6594101b9,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
16595bf530c46759d6953268f5aa2f1b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
084c7a9f7cf82dca1c55edeb95feea56,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
0375836b7fe8d4b72d2846dc818633cf,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
e5ca8dfc5a2c76286c8b3ba2d906f595,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
a68f22a3614f6b3088db381dfed6093f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
98bc11b76f5dc096506bba5514cf03fb,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
004e07d7429d92a4abf6c19f33dce021,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
db98f0916fd7e64f33b159337f08133f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
5e97ae4cb2aa00ce7f9e44fb5ed36152,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
499092da0863553b968d4eed3c3e792d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
85cccbd0d11a72e4b6b07e7cb45ce446,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
fcef0b1dd192b8cfe4819364794813f1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
4a39be0d112fa13c232c94a64ca320c6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
f5f752169131e5679210e006018ecf88,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
a7fed1a7bfcdd1dd919a6c2622e707d2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
bdf725bebc012a4280d1326c7324e2da,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter mayombei
1012511fdc3571b082fdb5e08cec4c36,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
b677a338dc42ce981c4a6589d7c13bb8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
bfc72143d07f0706eee2954a6d7094ff,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
0fe8ca7be6735ce5ceabf4b9b6923d8c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
d3343acbf7654af516f2fc739beda562,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
03d36169694155e9f882e79f8858e6f1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
8ab83628d1babb6ef7c393e4f6bf2e70,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
da5c3845ec3f9eb4f83bc47f14da0a9f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ea91a668fbbf1094720f0b25a44a801e,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
ea8ae170244bc990eb13a3c9a63187f6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
b1d95e8d0786b96c2ad1a01aaab781ad,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp902363255
